## gencode.genes
## GENCODE protein coding genes, combined with entrez id's from GENCODE, and combined with Ensembl product description and transcript type from https://www.ensembl.org/biomart
## GRCh37/hg19, date: 2018-03-27, evidence-based annotation of the human genome, version 28 (Ensembl 92), mapped to GRCh37 with gencode-backmap
## PGC bioinformatics, PF Sullivan & Johan Kallberg Zvrskovec, Karolinska Institutet, 2018
## Rows: 5 comments, header, 19724 entries. Columns: 9
#chr	bp1	bp2	geneName	entrez	ensembl	ttype	strand	product
chr17	10204182	10276447	MYH13	8735	ENSG00000006788.13_3	protein_coding	-	"myosin heavy chain 13 [Source:HGNC Symbol;Acc:HGNC:7571]"
chr12	1797740	1897844	ADIPOR2	79602	ENSG00000006831.9_3	protein_coding	+	"adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041]"
chr5	133622041	133706738	CDKL3	51265	ENSG00000006837.11_4	protein_coding	-	"cyclin dependent kinase like 3 [Source:HGNC Symbol;Acc:HGNC:15483]"
chr2	158733214	158992666	UPP2	151531	ENSG00000007001.12_3	protein_coding	+	"uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061]"
chr16	2867181	2876305	PRSS21	10942	ENSG00000007038.10_3	protein_coding	+	"serine protease 21 [Source:HGNC Symbol;Acc:HGNC:9485]"
chr19	45582546	45808541	MARK4	57787	ENSG00000007047.14_3	protein_coding	+	"microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]"
chr4	15964699	16086001	PROM1	8842	ENSG00000007062.11_3	protein_coding	-	"prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]"
chr19	18043825	18054800	CCDC124	115098	ENSG00000007080.10_3	protein_coding	+	"coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]"
chr19	42055886	42093197	CEACAM21	90273	ENSG00000007129.17_3	protein_coding	+	"carcinoembryonic antigen related cell adhesion molecule 21 [Source:HGNC Symbol;Acc:HGNC:28834]"
chr17	2496504	2588909	PAFAH1B1	5048	ENSG00000007168.12_3	protein_coding	+	"platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]"
chr17	26083792	26127525	NOS2	4843	ENSG00000007171.17_4	protein_coding	-	"nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]"
chr17	11501748	11873065	DNAH9	1770	ENSG00000007174.17_4	protein_coding	+	"dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]"
chr17	26941458	26972472	KIAA0100	9703	ENSG00000007202.14_3	protein_coding	-	"KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960]"
chr17	26800311	26824799	SLC13A2	9058	ENSG00000007216.14_4	protein_coding	+	"solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]"
chr17	9813926	10101868	GAS7	8522	ENSG00000007237.18_4	protein_coding	-	"growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]"
chr19	45666186	45681495	TRAPPC6A	79090	ENSG00000007255.10_3	protein_coding	-	"trafficking protein particle complex 6A [Source:HGNC Symbol;Acc:HGNC:23069]"
chr19	3777968	3802127	MATK	4145	ENSG00000007264.14_4	protein_coding	-	"megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]"
chr19	42177235	42210895	CEACAM7	1087	ENSG00000007306.14_3	protein_coding	-	"carcinoembryonic antigen related cell adhesion molecule 7 [Source:HGNC Symbol;Acc:HGNC:1819]"
chr17	62006100	62009714	CD79B	974	ENSG00000007312.12_4	protein_coding	-	"CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699]"
chr17	62015914	62050278	SCN4A	6329	ENSG00000007314.12_3	protein_coding	-	"sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591]"
chr1	113066140	113163447	ST7L	54879	ENSG00000007341.18_4	protein_coding	-	"suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441]"
chrX	153524024	153558700	TKTL1	8277	ENSG00000007350.16_3	protein_coding	+	"transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835]"
chr11	31806327	31839610	PAX6	5080	ENSG00000007372.22_5	protein_coding	-	"paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]"
chr16	834974	838397	RPUSD1	113000	ENSG00000007376.7_3	protein_coding	-	"RNA pseudouridylate synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]"
chr16	108058	126354	RHBDF1	64285	ENSG00000007384.15_3	protein_coding	-	"rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]"
chr16	238968	279462	LUC7L	55692	ENSG00000007392.16_3	protein_coding	-	"LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723]"
chr3	50400230	50541675	CACNA2D2	9254	ENSG00000007402.11_3	protein_coding	-	"calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]"
chr16	1383602	1399442	BAIAP3	8938	ENSG00000007516.13_5	protein_coding	+	"BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]"
chr16	1399241	1401912	TSR3	115939	ENSG00000007520.3_3	protein_coding	-	"TSR3, acp transferase ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175]"
chr16	616995	634136	PIGQ	9091	ENSG00000007541.16_2	protein_coding	+	"phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135]"
chr16	1662326	1727909	CRAMP1	57585	ENSG00000007545.15_3	protein_coding	+	"cramped chromatin regulator homolog 1 [Source:HGNC Symbol;Acc:HGNC:14122]"
chr6	35441374	35464853	TEAD3	7005	ENSG00000007866.19_5	protein_coding	-	"TEA domain transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11716]"
chr1	169691782	169733846	SELE	6401	ENSG00000007908.15_4	protein_coding	-	"selectin E [Source:HGNC Symbol;Acc:HGNC:10718]"
chr1	6694228	6761984	DNAJC11	55735	ENSG00000007923.15_3	protein_coding	-	"DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]"
chr1	171060018	171086959	FMO3	2328	ENSG00000007933.12_3	protein_coding	+	"flavin containing monooxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771]"
chr6	16129356	16148479	MYLIP	29116	ENSG00000007944.14_3	protein_coding	+	"myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]"
chrX	100098313	100129334	NOX1	27035	ENSG00000007952.17_3	protein_coding	-	"NADPH oxidase 1 [Source:HGNC Symbol;Acc:HGNC:7889]"
chr1	23832922	23857712	E2F2	1870	ENSG00000007968.6_3	protein_coding	-	"E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]"
chr6	170844205	170862429	PSMB1	5689	ENSG00000008018.8_3	protein_coding	-	"proteasome subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]"
chrX	47431297	47479342	SYN1	6853	ENSG00000008056.13_4	protein_coding	-	"synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]"
chr6	15246527	15522271	JARID2	3720	ENSG00000008083.13_3	protein_coding	+	"jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]"
chrX	18443703	18671749	CDKL5	6792	ENSG00000008086.11_3	protein_coding	+	"cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411]"
chr1	209757062	209787283	CAMK1G	57172	ENSG00000008118.9_3	protein_coding	+	"calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]"
chr1	1634169	1655763	CDK11A	728642	ENSG00000008128.22_4	protein_coding	-	"cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730]"
chr1	1682671	1711896	NADK	65220	ENSG00000008130.15_3	protein_coding	-	"NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]"
chr6	50786436	50815326	TFAP2B	7021	ENSG00000008196.12_3	protein_coding	+	"transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]"
chr6	50681541	50740701	RP3-336H9.2	83741	ENSG00000008197.4_4	protein_coding	+	"transcription factor AP-2 delta [Source:HGNC Symbol;Acc:HGNC:15581]"
chr3	38080696	38165516	DLEC1	9940	ENSG00000008226.19_3	protein_coding	+	"deleted in lung and esophageal cancer 1 [Source:HGNC Symbol;Acc:HGNC:2899]"
chr7	6201407	6312275	CYTH3	9265	ENSG00000008256.15_4	protein_coding	-	"cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504]"
chr7	87563458	87832204	ADAM22	53616	ENSG00000008277.14_3	protein_coding	+	"ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]"
chr7	105730949	105753022	SYPL1	6856	ENSG00000008282.8_3	protein_coding	-	"synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]"
chr17	61509665	61523739	CYB561	1534	ENSG00000008283.15_3	protein_coding	-	"cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]"
chr17	49039535	49198226	SPAG9	9043	ENSG00000008294.20_4	protein_coding	-	"sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]"
chr3	48673902	48700348	CELSR3	1951	ENSG00000008300.16_3	protein_coding	-	"cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]"
chr7	121715701	121784334	AASS	10157	ENSG00000008311.14_3	protein_coding	-	"aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]"
chr12	6419602	6437672	PLEKHG6	55200	ENSG00000008323.15_4	protein_coding	+	"pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]"
chr3	42623332	42636606	SS18L2	51188	ENSG00000008324.11_3	protein_coding	+	"SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593]"
chr19	4343524	4360083	MPND	84954	ENSG00000008382.15_5	protein_coding	+	"MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934]"
chr12	16500076	16762193	MGST1	4257	ENSG00000008394.12_3	protein_coding	+	"microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]"
chr12	107385142	107487607	CRY1	1407	ENSG00000008405.11_3	protein_coding	-	"cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384]"
chr19	46522411	46526323	PGLYRP1	8993	ENSG00000008438.4_3	protein_coding	-	"peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904]"
chr19	13106422	13209610	NFIX	4784	ENSG00000008441.16_5	protein_coding	+	"nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]"
chr8	134467091	134584183	ST3GAL1	6482	ENSG00000008513.14_4	protein_coding	-	"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]"
chr16	3096682	3110727	MMP25	64386	ENSG00000008516.16_3	protein_coding	+	"matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]"
chr16	3115298	3132193	IL32	9235	ENSG00000008517.16_5	protein_coding	+	"interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]"
chr16	2138711	2185899	PKD1	5310	ENSG00000008710.19_3	protein_coding	-	"polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]"
chr22	51039114	51052409	MAPK8IP2	23542	ENSG00000008735.13_3	protein_coding	+	"mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]"
chr17	38175350	38217468	MED24	9862	ENSG00000008838.19_4	protein_coding	-	"mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]"
chr8	22844930	22877712	RHOBTB2	23221	ENSG00000008853.16_3	protein_coding	+	"Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756]"
chr2	37195526	37311485	HEATR5B	54497	ENSG00000008869.11_3	protein_coding	-	"HEAT repeat containing 5B [Source:HGNC Symbol;Acc:HGNC:29273]"
chr3	169684423	169716161	SEC62	7095	ENSG00000008952.16_3	protein_coding	+	"SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]"
chr8	56979854	56987140	RPS20	6224	ENSG00000008988.9_3	protein_coding	-	"ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]"
chr1	115259534	115301297	CSDE1	7812	ENSG00000009307.15_4	protein_coding	-	"cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]"
chr7	156931607	157062066	UBE3C	9690	ENSG00000009335.17_3	protein_coding	+	"ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803]"
chr6	111620231	111804918	REV3L	5980	ENSG00000009413.15_4	protein_coding	-	"REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]"
chrX	123509753	124097666	TENM1	10178	ENSG00000009694.13_5	protein_coding	-	"teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]"
chr1	18957500	19075360	PAX7	5081	ENSG00000009709.11_3	protein_coding	+	"paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]"
chr1	11086580	11107290	MASP2	10747	ENSG00000009724.16_3	protein_coding	-	"mannan binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6902]"
chr6	150690028	150727105	IYD	389434	ENSG00000009765.14_3	protein_coding	+	"iodotyrosine deiodinase [Source:HGNC Symbol;Acc:HGNC:21071]"
chr1	28052490	28089633	FAM76A	199870	ENSG00000009780.15_4	protein_coding	+	"family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]"
chr1	209929377	209955665	TRAF3IP3	80342	ENSG00000009790.14_5	protein_coding	+	"TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766]"
chr14	77741299	77787227	POMT2	29954	ENSG00000009830.11_4	protein_coding	-	"protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]"
chr6	142468299	142545826	VTA1	51534	ENSG00000009844.15_4	protein_coding	+	"vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954]"
chr7	73007524	73038873	MLXIPL	51085	ENSG00000009950.15_4	protein_coding	-	"MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]"
chr7	72854728	72936608	BAZ1B	9031	ENSG00000009954.10_3	protein_coding	-	"bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]"
chr6	13621730	13711796	RANBP9	10048	ENSG00000010017.12_3	protein_coding	-	"RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727]"
chr6	36321868	36355577	ETV7	51513	ENSG00000010030.13_3	protein_coding	-	"ETS variant 7 [Source:HGNC Symbol;Acc:HGNC:18160]"
chr1	231472850	231490769	SPRTN	83932	ENSG00000010072.15_4	protein_coding	+	"SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]"
chr1	171750804	171783163	METTL13	51603	ENSG00000010165.19_3	protein_coding	+	"methyltransferase like 13 [Source:HGNC Symbol;Acc:HGNC:24248]"
chr12	4671370	4724468	DYRK4	8798	ENSG00000010219.13_3	protein_coding	+	"dual specificity tyrosine phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:HGNC:3095]"
chr17	30677136	30708905	ZNF207	7756	ENSG00000010244.18_4	protein_coding	+	"zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998]"
chr3	48636435	48648409	UQCRC1	7384	ENSG00000010256.10_3	protein_coding	-	"ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]"
chr7	38217824	38270272	STARD3NL	83930	ENSG00000010270.13_3	protein_coding	+	"STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169]"
chr12	6308881	6347437	CD9	928	ENSG00000010278.13_4	protein_coding	+	"CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]"
chr3	42734155	42744319	HHATL	57467	ENSG00000010282.14_4	protein_coding	-	"hedgehog acyltransferase like [Source:HGNC Symbol;Acc:HGNC:13242]"
chr12	6602522	6641121	NCAPD2	9918	ENSG00000010292.12_3	protein_coding	+	"non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305]"
chr12	6647541	6665249	IFFO1	25900	ENSG00000010295.19_4	protein_coding	-	"intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]"
chr19	46171502	46186982	GIPR	2696	ENSG00000010310.8_3	protein_coding	+	"gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271]"
chr3	52444673	52457657	PHF7	51533	ENSG00000010318.20_3	protein_coding	+	"PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]"
chr3	52467069	52479101	SEMA3G	56920	ENSG00000010319.6_3	protein_coding	-	"semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]"
chr3	52489134	52527087	NISCH	11188	ENSG00000010322.15_4	protein_coding	+	"nischarin [Source:HGNC Symbol;Acc:HGNC:18006]"
chr3	52529354	52558511	STAB1	23166	ENSG00000010327.10_3	protein_coding	+	"stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]"
chr19	50310126	50320633	FUZ	80199	ENSG00000010361.13_3	protein_coding	-	"fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]"
chr12	329787	372039	SLC6A13	6540	ENSG00000010379.15_3	protein_coding	-	"solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]"
chrX	148558521	148602635	IDS	3423	ENSG00000010404.17_3	protein_coding	-	"iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389]"
chr9	33750464	33799229	PRSS3	5646	ENSG00000010438.16_4	protein_coding	+	"serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]"
chr16	3272325	3286221	ZNF200	7752	ENSG00000010539.11_5	protein_coding	-	"zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993]"
chr12	6896024	6929974	CD4	920	ENSG00000010610.9_3	protein_coding	+	"CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]"
chr12	6982733	7023407	LRRC23	10233	ENSG00000010626.14_4	protein_coding	+	"leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]"
chrX	100604435	100645784	BTK	695	ENSG00000010671.15_3	protein_coding	-	"Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]"
chr6	26087509	26098571	HFE	3077	ENSG00000010704.18_4	protein_coding	+	"hemochromatosis [Source:HGNC Symbol;Acc:HGNC:4886]"
chr1	41492872	41707826	SCMH1	22955	ENSG00000010803.16_4	protein_coding	-	"Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]"
chr6	111981535	112194655	FYN	2534	ENSG00000010810.17_4	protein_coding	-	"FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]"
chr6	143072604	143277835	HIVEP2	3097	ENSG00000010818.9_3	protein_coding	-	"human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4921]"
chr1	171217610	171255117	FMO1	2326	ENSG00000010932.16_3	protein_coding	+	"flavin containing monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]"
chr1	24069645	24088549	ELOA	6924	ENSG00000011007.12_4	protein_coding	+	"elongin A [Source:HGNC Symbol;Acc:HGNC:11620]"
chr1	24117460	24122029	LYPLA2	11313	ENSG00000011009.10_3	protein_coding	+	"lysophospholipase II [Source:HGNC Symbol;Acc:HGNC:6738]"
chr1	11866153	11903201	CLCN6	1185	ENSG00000011021.21_3	protein_coding	+	"chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]"
chr17	60704762	60770958	MRC2	9902	ENSG00000011028.13_3	protein_coding	+	"mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]"
chr17	49230951	49249105	NME1-NME2	654364	ENSG00000011052.21_3	protein_coding	+	"NME1-NME2 readthrough [Source:HGNC Symbol;Acc:HGNC:33531]"
chr5	149569520	149602351	SLC6A7	6534	ENSG00000011083.8_4	protein_coding	+	"solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]"
chr12	3186521	3395730	TSPAN9	10867	ENSG00000011105.12_3	protein_coding	+	"tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]"
chr14	93703896	93799438	BTBD7	55727	ENSG00000011114.14_4	protein_coding	-	"BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]"
chr19	3750817	3761697	APBA3	9546	ENSG00000011132.11_3	protein_coding	-	"amyloid beta precursor protein binding family A member 3 [Source:HGNC Symbol;Acc:HGNC:580]"
chr17	56282798	56296966	MKS1	54903	ENSG00000011143.16_4	protein_coding	-	"Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:HGNC:7121]"
chr3	43731600	43775863	ABHD5	51099	ENSG00000011198.8_4	protein_coding	+	"abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21396]"
chrX	8496915	8700227	ANOS1	3730	ENSG00000011201.11_3	protein_coding	-	"anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]"
chr19	15490859	15529952	AKAP8L	26993	ENSG00000011243.17_4	protein_coding	-	"A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]"
chr17	49254786	49337524	MBTD1	54799	ENSG00000011258.15_3	protein_coding	-	"mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]"
chr17	49337889	49375297	UTP18	51096	ENSG00000011260.13_3	protein_coding	+	"UTP18, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]"
chr7	5659678	5821370	RNF216	54476	ENSG00000011275.18_3	protein_coding	-	"ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]"
chr17	15902694	15948329	TTC19	54902	ENSG00000011295.15_5	protein_coding	+	"tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]"
chr19	797075	812327	PTBP1	5725	ENSG00000011304.19_5	protein_coding	+	"polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]"
chr19	38701646	38720354	DPF1	8193	ENSG00000011332.19_4	protein_coding	-	"double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]"
chr11	61282785	61348620	SYT7	9066	ENSG00000011347.9_4	protein_coding	-	"synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]"
chr3	45429998	45590913	LARS2	23395	ENSG00000011376.10_4	protein_coding	+	"leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]"
chr11	17099277	17229530	PIK3C2A	5286	ENSG00000011405.13_3	protein_coding	-	"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]"
chr19	44150247	44174699	PLAUR	5329	ENSG00000011422.11_5	protein_coding	-	"plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]"
chr7	36429415	36493400	ANLN	54443	ENSG00000011426.10_4	protein_coding	+	"anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]"
chr19	15530791	15560762	WIZ	58525	ENSG00000011451.18_4	protein_coding	-	"widely interspaced zinc finger motifs [Source:HGNC Symbol;Acc:HGNC:30917]"
chr9	125703112	125867145	RABGAP1	23637	ENSG00000011454.16_3	protein_coding	+	"RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]"
chr12	91534261	91576900	DCN	1634	ENSG00000011465.16_3	protein_coding	-	"decorin [Source:HGNC Symbol;Acc:HGNC:2705]"
chr19	46195741	46207247	QPCTL	54814	ENSG00000011478.11_3	protein_coding	+	"glutaminyl-peptide cyclotransferase like [Source:HGNC Symbol;Acc:HGNC:25952]"
chr19	46850251	46896238	PPP5C	5536	ENSG00000011485.14_3	protein_coding	+	"protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]"
chr2	65283500	65314138	CEP68	23177	ENSG00000011523.13_4	protein_coding	+	"centrosomal protein 68 [Source:HGNC Symbol;Acc:HGNC:29076]"
chr2	39476407	39664453	MAP4K3	8491	ENSG00000011566.14_4	protein_coding	-	"mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865]"
chr19	36195429	36207940	ZBTB32	27033	ENSG00000011590.13_3	protein_coding	+	"zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763]"
chr19	36395303	36399197	TYROBP	7305	ENSG00000011600.11_3	protein_coding	-	"TYRO protein tyrosine kinase binding protein [Source:HGNC Symbol;Acc:HGNC:12449]"
chr16	21169698	21191937	TMEM159	57146	ENSG00000011638.10_3	protein_coding	+	"transmembrane protein 159 [Source:HGNC Symbol;Acc:HGNC:30136]"
chrX	151334706	151619830	GABRA3	2556	ENSG00000011677.12_3	protein_coding	-	"gamma-aminobutyric acid type A receptor alpha3 subunit [Source:HGNC Symbol;Acc:HGNC:4077]"
chr17	41196312	41322262	BRCA1	672	ENSG00000012048.21_4	protein_coding	-	"BRCA1, DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]"
chr19	45910591	45982086	ERCC1	2067	ENSG00000012061.15_4	protein_coding	-	"ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]"
chr19	35810164	35838258	CD22	933	ENSG00000012124.16_3	protein_coding	+	"CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]"
