## gwas.catalog
## NHGRI/EBI GWAS catalog, gwsig findings
## GRCh37/hg19, source=gwas_catalog_v1.0.2-associations_e92_r2018-05-03.tsv from https://www.ebi.ac.uk/gwas/docs/file-downloads, new GRCh37/hg19 bp coordinates from Ensembl rest api http://grch37.rest.ensembl.org/variation/human/
## PGC bioinformatics, PF Sullivan & Johan Kallberg Zvrskovec, Karolinska Institutet, 2018
## Rows: 5 comments, header, 28500 entries. Columns: 7
#chr	bp1	bp2	snpid	pvalue	pmid	trait
chr19	4502201	4502201	rs8887	8e-17	27863252	"High light scatter reticulocyte count"
chr19	4502201	4502201	rs8887	4e-111	27863252	"Mean corpuscular hemoglobin"
chr14	35871217	35871217	rs8904	1e-12	28739976	"Systolic blood pressure"
chr2	143798189	143798189	rs9013	1e-81	28240269	"Blood protein levels"
chr4	74963049	74963049	rs9131	4e-12	27863252	"Eosinophil percentage of granulocytes"
chr4	74963049	74963049	rs9131	8e-17	27863252	"Neutrophil percentage of granulocytes"
chr12	122219787	122219787	rs9165	2e-26	27863252	"Plateletcrit"
chr17	7363088	7363088	rs9217	5e-20	25282103	"Height"
chr17	46669430	46669430	rs9299	4e-09	22484627	"Obesity"
chr11	69462910	69462910	rs9344	8e-11	28025584	"Immunoglobulin light chain (AL) amyloidosis"
chr11	69462910	69462910	rs9344	9e-11	28679651	"Immunoglobulin light chain (AL) amyloidosis (serum Ig lambda profile)"
chr11	69462910	69462910	rs9344	1e-11	28679651	"Immunoglobulin light chain (AL) amyloidosis (serum Ig light chain only lambda based profile)"
chr11	69462910	69462910	rs9344	8e-11	23502783	"Multiple myeloma (IgH translocation)"
chr11	69462910	69462910	rs9344	2e-12	28679651	"Immunoglobulin light chain (AL) amyloidosis (serum Ig light chain only lambda/kappa based profile)"
chr11	69462910	69462910	rs9344	3e-09	28679651	"Immunoglobulin light chain (AL) amyloidosis (heart involvement)"
chr11	69462910	69462910	rs9344	2e-11	23502783	"Multiple myeloma (IgH translocation)"
chr11	57510294	57510294	rs9420	9e-09	28991256	"Schizophrenia"
chr11	57510294	57510294	rs9420	2e-09	25056061	"Schizophrenia"
chr10	104623578	104623578	rs9527	3e-09	22383894	"Arsenic metabolism"
chr5	67597321	67597321	rs9623	2e-10	27863252	"Red cell distribution width"
chr15	41271447	41271447	rs9796	1e-10	26414677	"Menopause (age at onset)"
chr12	124421453	124421453	rs9863	3e-09	27863252	"White blood cell count"
chr3	186390627	186390627	rs9898	5e-10	28031287	"Cerebrospinal fluid biomarker levels"
chr3	186390627	186390627	rs9898	1e-11	20303064	"Activated partial thromboplastin time"
chr3	186390627	186390627	rs9898	1e-111	22703881	"Activated partial thromboplastin time"
chr7	116200092	116200092	rs9920	6e-22	27863252	"High light scatter reticulocyte percentage of red cells"
chr7	116200092	116200092	rs9920	1e-20	27863252	"Reticulocyte count"
chr7	116200092	116200092	rs9920	1e-24	27863252	"Reticulocyte fraction of red cells"
chr7	116200092	116200092	rs9920	7e-09	27863252	"Immature fraction of reticulocytes"
chr7	116200092	116200092	rs9920	1e-19	27863252	"High light scatter reticulocyte count"
chr16	69737468	69737468	rs9980	6e-12	28360221	"Blood osmolality (transformed sodium)"
chr16	69737468	69737468	rs9980	6e-10	28360221	"Blood osmolality (transformed sodium)"
chr19	45406673	45406673	rs10119	6e-09	25644384	"Cognitive function"
chr11	308180	308180	rs10398	9e-37	27863252	"Monocyte percentage of white cells"
chr13	113752831	113752831	rs10665	2e-47	23381943	"End-stage coagulation"
chr5	78385845	78385845	rs10944	1e-36	25343990	"Blood and toenail selenium levels"
chr3	52721305	52721305	rs11177	5e-09	22763110	"Osteoarthritis"
chr6	31603770	31603770	rs11229	1e-56	21323541	"Idiopathic membranous nephropathy"
chr3	53125922	53125922	rs11242	6e-14	25673412	"Hip circumference adjusted for BMI"
chr3	53125922	53125922	rs11242	1e-11	25673412	"Hip circumference adjusted for BMI"
chr16	19279464	19279464	rs11343	9e-11	28892059	"Parkinson's disease"
chr1	159175354	159175354	rs12075	7e-16	27863252	"Basophil percentage of white cells"
chr1	159175354	159175354	rs12075	9e-23	27863252	"White blood cell count (basophil)"
chr1	159175354	159175354	rs12075	2e-13	27863252	"Basophil percentage of granulocytes"
chr1	159175354	159175354	rs12075	2e-20	27863252	"Monocyte count"
chr1	159175354	159175354	rs12075	1e-09	27863252	"Myeloid white cell count"
chr1	159175354	159175354	rs12075	5e-24	22037903	"White blood cell count"
chr1	159175354	159175354	rs12075	1e-55	27989323	"Growth-regulated protein alpha levels"
chr1	159175354	159175354	rs12075	4e-51	22291609	"Inflammatory biomarkers"
chr1	159175354	159175354	rs12075	1e-21	23251661	"Obesity-related traits"
chr1	159175354	159175354	rs12075	1e-26	27989323	"Eotaxin levels"
chr1	159175354	159175354	rs12075	1e-44	27989323	"Monocyte chemoattractant protein-1 levels"
chr1	159175354	159175354	rs12075	1e-21	23017229	"Monocyte chemoattractant protein-1 levels"
chr1	1247494	1247494	rs12103	1e-09	26192919	"Ulcerative colitis"
chr1	1247494	1247494	rs12103	3e-11	26192919	"Inflammatory bowel disease"
chr1	1247494	1247494	rs12103	8e-13	23128233	"Inflammatory bowel disease"
chr14	71956270	71956270	rs12127	2e-10	27577874	"QRS duration"
chr14	71956270	71956270	rs12127	6e-13	27577874	"QRS duration"
chr22	30423460	30423460	rs12537	3e-09	26028593	"IgA nephropathy"
chr22	30423460	30423460	rs12537	1e-11	22197929	"IgA nephropathy"
chr6	31914179	31914179	rs12614	1e-34	25802187	"Chronic hepatitis B infection"
chr5	131671662	131671662	rs12777	9e-27	26561523	"Fibrinogen levels"
chr3	172115902	172115902	rs12897	2e-10	29212778	"Coronary artery disease"
chr3	172115902	172115902	rs12897	1e-09	29212778	"Coronary artery disease"
chr5	74656539	74656539	rs12916	5e-74	24097068	"Cholesterol, total"
chr5	74656539	74656539	rs12916	8e-78	24097068	"LDL cholesterol"
chr5	74656539	74656539	rs12916	6e-11	28270201	"Cholesterol, total"
chr5	74656539	74656539	rs12916	9e-47	20686565	"Cholesterol, total"
chr5	74656539	74656539	rs12916	3e-95	28334899	"LDL cholesterol levels"
chr5	74656539	74656539	rs12916	6e-22	28334899	"Total cholesterol levels"
chr5	74656539	74656539	rs12916	5e-91	28334899	"Total cholesterol levels"
chr5	74656539	74656539	rs12916	5e-45	20686565	"LDL cholesterol"
chr5	74656539	74656539	rs12916	1e-21	28334899	"LDL cholesterol levels"
chr5	74656539	74656539	rs12916	1e-11	20864672	"LDL cholesterol"
chr1	169660781	169660781	rs12938	4e-25	28240269	"Blood protein levels"
chr15	78789488	78789488	rs13180	8e-09	26634245	"Post bronchodilator FEV1"
chr1	150484987	150484987	rs13294	8e-102	28240269	"Blood protein levels"
chr2	73868328	73868328	rs13538	2e-23	23934736	"Metabolite levels  (X-11787)"
chr2	73868328	73868328	rs13538	8e-157	24816252	"Blood metabolite levels"
chr2	73868328	73868328	rs13538	5e-14	20383146	"Chronic kidney disease"
chr2	73868328	73868328	rs13538	3e-16	26831199	"Glomerular filtration rate in non diabetics (creatinine)"
chr2	73868328	73868328	rs13538	0	24816252	"Blood metabolite ratios"
chr2	73868328	73868328	rs13538	4e-66	24625756	"Serum metabolite levels"
chr9	140006202	140006202	rs13631	7e-14	28031287	"Cerebrospinal fluid biomarker levels"
chr17	38545193	38545193	rs13695	1e-09	25673412	"Hip circumference adjusted for BMI"
chr8	19824492	19824492	rs13702	1e-16	21386085	"HDL Cholesterol - Triglycerides (HDLC-TG)"
chr20	57570568	57570568	rs13720	1e-63	27863252	"Platelet distribution width"
chr17	27941886	27941886	rs13723	6e-10	29212778	"Coronary artery disease"
chr1	159175527	159175527	rs13962	2e-11	22075330	"IgE levels"
chr1	6683240	6683240	rs14057	3e-10	28135244	"Systolic blood pressure"
chr16	31121793	31121793	rs14235	2e-12	25064009	"Parkinson's disease"
chr16	31121793	31121793	rs14235	5e-12	28892059	"Parkinson's disease"
chr6	111543944	111543944	rs14399	1e-24	27005778	"Metabolite levels (small molecules and protein measures)"
chr11	308314	308314	rs14408	6e-48	27863252	"Sum neutrophil eosinophil counts"
chr11	308314	308314	rs14408	6e-44	27863252	"Neutrophil count"
chr11	308314	308314	rs14408	5e-44	27863252	"Sum basophil neutrophil counts"
chr11	308314	308314	rs14408	1e-18	27863252	"Lymphocyte percentage of white cells"
chr11	308314	308314	rs14408	8e-48	27863252	"Granulocyte count"
chr11	308314	308314	rs14408	7e-42	27863252	"Myeloid white cell count"
chr8	19824667	19824667	rs15285	1e-18	28270201	"HDL cholesterol"
chr8	19824667	19824667	rs15285	1e-10	21386085	"Triglycerides-Blood Pressure (TG-BP)"
chr8	19824667	19824667	rs15285	8e-14	29212778	"Coronary artery disease"
chr9	131572027	131572027	rs15676	1e-12	24816252	"Blood metabolite levels"
chr6	14719496	14719496	rs17119	3e-11	23128233	"Inflammatory bowel disease"
chr6	14719496	14719496	rs17119	2e-11	26192919	"Inflammatory bowel disease"
chr6	14719496	14719496	rs17119	1e-10	24076602	"Multiple sclerosis"
chr6	14719496	14719496	rs17119	9e-11	28067908	"Inflammatory bowel disease"
chr7	142423289	142423289	rs17251	5e-11	28754779	"Alcoholic chronic pancreatitis"
chr14	54417522	54417522	rs17563	9e-17	23704328	"Primary tooth development (time to first tooth eruption)"
chr14	94847262	94847262	rs17580	4e-09	27863252	"Platelet count"
chr7	75616105	75616105	rs17685	1e-09	25288136	"Coffee consumption"
chr7	75616105	75616105	rs17685	4e-11	25288136	"Coffee consumption (cups per day)"
chr5	131995964	131995964	rs20541	5e-16	29273806	"Asthma"
chr5	131995964	131995964	rs20541	1e-14	29273806	"Asthma"
chr5	131995964	131995964	rs20541	5e-15	19169254	"Psoriasis"
chr5	131995964	131995964	rs20541	5e-09	25903422	"Psoriasis"
chr5	131995964	131995964	rs20541	3e-18	22075330	"IgE levels"
chr17	38173143	38173143	rs25645	6e-191	27863252	"Myeloid white cell count"
chr5	131412238	131412238	rs25884	5e-48	27863252	"Eosinophil percentage of granulocytes"
chr5	131412238	131412238	rs25884	3e-47	27863252	"Sum eosinophil basophil counts"
chr5	131412238	131412238	rs25884	3e-54	27863252	"Eosinophil counts"
chr5	131412238	131412238	rs25884	9e-54	27863252	"Eosinophil percentage of white cells"
chr5	131412238	131412238	rs25884	1e-40	27863252	"Neutrophil percentage of granulocytes"
chr5	96137882	96137882	rs26496	6e-123	28240269	"Blood protein levels"
chr16	28517709	28517709	rs26528	1e-22	26192919	"Crohn's disease"
chr16	28517709	28517709	rs26528	1e-21	26192919	"Inflammatory bowel disease"
chr16	28517709	28517709	rs26528	1e-21	23128233	"Inflammatory bowel disease"
chr5	72300463	72300463	rs26578	2e-12	27863252	"Red cell distribution width"
chr16	2249376	2249376	rs26868	9e-17	20881960	"Height"
chr5	59825300	59825300	rs26949	6e-09	29326435	"Intelligence (multi-trait analysis)"
chr5	96357178	96357178	rs27293	7e-09	23603761	"Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)"
chr5	96374150	96374150	rs27303	2e-14	28240269	"Blood protein levels"
chr5	96119273	96119273	rs27432	2e-20	23143594	"Psoriasis"
chr5	96129512	96129512	rs27434	5e-12	20062062	"Ankylosing spondylitis"
chr5	96101944	96101944	rs27524	3e-11	20953190	"Psoriasis"
chr5	35044298	35044298	rs28305	4e-36	25245031	"Symmetrical dimethylarginine levels"
chr11	61589481	61589481	rs28456	6e-09	28115744	"Bipolar disorder"
chr5	33958959	33958959	rs28777	9e-14	18483556	"Black vs. red hair color"
chr5	33958959	33958959	rs28777	1e-17	18483556	"Black vs. blond hair color"
chr6	29611431	29611431	rs29232	9e-17	19664746	"Nasopharyngeal carcinoma"
chr5	172595308	172595308	rs29784	8e-18	23989729	"Infantile hypertrophic pyloric stenosis"
chr5	172595308	172595308	rs29784	1e-15	22306654	"Infantile hypertrophic pyloric stenosis"
chr19	34309532	34309532	rs29941	7e-12	19079260	"Body mass index"
chr19	34309532	34309532	rs29941	3e-09	20935630	"Body mass index"
chr19	34309532	34309532	rs29941	5e-09	19079260	"Weight"
chr19	34309532	34309532	rs29941	2e-10	28892062	"Body mass index"
chr19	34308210	34308210	rs29943	7e-10	28448500	"Body mass index"
chr5	55803533	55803533	rs30000	3e-17	28443625	"Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour)"
chr5	55803533	55803533	rs30000	4e-16	28443625	"Waist-to-hip ratio adjusted for BMI in non-smokers"
chr5	96124330	96124330	rs30187	1e-41	23749187	"Ankylosing spondylitis"
chr5	96124330	96124330	rs30187	4e-45	23749187	"Ankylosing spondylitis"
chr5	96124330	96124330	rs30187	2e-27	21743469	"Ankylosing spondylitis"
chr5	96122281	96122281	rs30380	7e-22	28031287	"Cerebrospinal fluid biomarker levels"
chr5	130833946	130833946	rs31251	3e-09	28199695	"Itch intensity from mosquito bite adjusted by bite size"
chr5	130833946	130833946	rs31251	2e-10	28199695	"Itch intensity from mosquito bite adjusted by bite size"
chr5	1342714	1342714	rs31489	2e-10	19836008	"Lung adenocarcinoma"
chr5	1342714	1342714	rs31489	6e-13	26545403	"Nasopharyngeal carcinoma"
chr5	1344458	1344458	rs31490	2e-11	25086665	"Pancreatic cancer"
chr5	165495491	165495491	rs31771	5e-10	29326435	"Intelligence (multi-trait analysis)"
chr5	158220193	158220193	rs31864	6e-11	28135244	"Pulse pressure"
chr5	5792507	5792507	rs32566	2e-09	17903295	"Morbidity-free survival"
chr5	32073566	32073566	rs32793	3e-10	26708285	"Myocardial infarction"
chr12	12870695	12870695	rs34330	5e-12	23273568	"Systemic lupus erythematosus"
chr5	72144005	72144005	rs34651	4e-16	27863252	"Mean platelet volume"
chr5	33955673	33955673	rs35391	3e-10	19340012	"Tanning"
chr5	33946571	33946571	rs35407	3e-19	28212542	"Melanoma"
chr5	33946571	33946571	rs35407	5e-27	27539887	"Basal cell carcinoma"
chr5	33946571	33946571	rs35407	1e-13	27424798	"Cutaneous squamous cell carcinoma"
chr12	115556307	115556307	rs35427	4e-11	27863252	"Platelet count"
chr12	115556307	115556307	rs35427	2e-10	27863252	"Plateletcrit"
chr12	115552437	115552437	rs35444	1e-10	21572416	"Blood pressure"
chr12	115552437	115552437	rs35444	8e-10	26390057	"Diastolic blood pressure"
chr12	115500691	115500691	rs35506	1e-09	28166213	"Lung function (FVC)"
chr12	102912558	102912558	rs35747	9e-09	22581228	"Fasting blood insulin"
chr12	102912558	102912558	rs35747	1e-09	22581228	"Fasting blood insulin (BMI interaction)"
chr12	102875569	102875569	rs35767	2e-09	20081858	"Homeostasis model assessment of insulin resistance"
chr5	53580425	53580425	rs35929	2e-11	29093028	"Urinary magnesium-to-creatinine ratio"
chr14	72353202	72353202	rs36423	1e-11	28613276	"Heart rate variability traits (RMSSD)"
chr14	72353202	72353202	rs36423	5e-11	28613276	"Heart rate variability traits (RMSSD)"
chr14	72353202	72353202	rs36423	6e-13	28613276	"Heart rate variability traits (SDNN)"
chr14	72353202	72353202	rs36423	2e-14	28613276	"Heart rate variability traits (SDNN)"
chr22	30337586	30337586	rs36600	6e-13	21725308	"Lung cancer"
chr5	1356684	1356684	rs37004	9e-13	28139693	"Prostate-specific antigen levels"
chr16	58567238	58567238	rs37062	3e-25	19305408	"QT interval"
chr5	35037115	35037115	rs37369	3e-26	24586186	"Urinary metabolites (H-NMR features)"
chr5	35037115	35037115	rs37369	3e-23	24586186	"Urinary metabolites (H-NMR features)"
chr5	35037115	35037115	rs37369	2e-252	26352407	"Urinary metabolites"
chr5	35037115	35037115	rs37369	1e-63	24586186	"Urinary metabolites (H-NMR features)"
chr5	35037115	35037115	rs37369	6e-15	24586186	"Urinary metabolites (H-NMR features)"
chr5	35037115	35037115	rs37369	2e-182	21572414	"Urinary metabolites"
chr5	35037115	35037115	rs37369	3e-16	24586186	"Urinary metabolites (H-NMR features)"
chr5	35037115	35037115	rs37369	2e-31	24586186	"Urinary metabolites (H-NMR features)"
chr5	35037115	35037115	rs37369	8e-15	24586186	"Urinary metabolites (H-NMR features)"
chr5	35037115	35037115	rs37369	7e-262	26352407	"Urinary metabolites"
chr5	35037115	35037115	rs37369	1e-40	24159190	"Symmetrical dimethylarginine levels"
chr5	35037115	35037115	rs37369	2e-32	24159190	"Serum dimethylarginine levels (asymmetric/symetric ratio)"
chr5	52560644	52560644	rs38055	5e-09	24927181	"Acne (severe)"
chr7	116358044	116358044	rs38855	5e-09	28334899	"Triglyceride levels"
chr7	116892846	116892846	rs38904	4e-23	28886342	"Dupuytren's disease"
chr5	96120170	96120170	rs39841	1e-09	25574825	"Inflammatory skin disease"
chr5	35045745	35045745	rs40200	9e-37	24586186	"Urinary metabolites (H-NMR features)"
chr8	90823687	90823687	rs40457	1e-12	20018961	"Leprosy"
chr7	104852654	104852654	rs41563	5e-11	28540026	"Autism spectrum disorder or schizophrenia"
chr7	116446573	116446573	rs41748	7e-09	27798624	"Resting heart rate"
chr7	92237533	92237533	rs42033	2e-13	27863252	"Sum eosinophil basophil counts"
chr7	92244422	92244422	rs42039	4e-88	25282103	"Height"
chr7	92250140	92250140	rs42044	6e-28	27863252	"Monocyte percentage of white cells"
chr7	92248076	92248076	rs42235	8e-47	20881960	"Height"
chr7	92248076	92248076	rs42235	8e-20	25673412	"Hip circumference adjusted for BMI"
chr7	92248076	92248076	rs42235	2e-09	25673412	"Hip circumference adjusted for BMI"
chr7	92248076	92248076	rs42235	1e-28	23563607	"Height"
chr7	92248076	92248076	rs42235	2e-13	25673412	"Hip circumference adjusted for BMI"
chr8	90778513	90778513	rs42490	1e-16	20018961	"Leprosy"
chr21	42746081	42746081	rs45430	3e-09	21983787	"Melanoma"
chr11	2774374	2774374	rs84178	4e-09	28452372	"Glomerular filtration rate (creatinine)"
chr3	41137672	41137672	rs87938	8e-10	19801982	"Bone mineral density (hip)"
chr6	118578043	118578043	rs89107	1e-09	19584346	"Cardiac structure and function"
chr5	33334312	33334312	rs91731	4e-13	28166213	"Lung function (FVC)"
chr1	36571920	36571920	rs96067	3e-11	23291589	"Corneal structure"
chr1	165413644	165413644	rs100537	4e-15	27182965	"Menarche (age at onset)"
chr11	61557803	61557803	rs102275	7e-64	21829377	"Plasma omega-3 polyunsaturated fatty acid levels (alphalinolenic acid)"
chr11	61557803	61557803	rs102275	1e-203	22359512	"Phospholipid levels (plasma)"
chr11	61557803	61557803	rs102275	2e-41	26068415	"Glycerophospholipid levels"
chr11	61557803	61557803	rs102275	2e-32	23362303	"Oleic acid (18:1n-9) levels"
chr11	61557803	61557803	rs102275	1e-20	23362303	"Stearic acid (18:0) levels"
chr11	61557803	61557803	rs102275	2e-13	25646338	"Trans fatty acid levels"
chr11	61557803	61557803	rs102275	2e-16	28298293	"Palmitoleic acid (16:1n-7) levels"
chr11	61557803	61557803	rs102275	1e-55	26068415	"Glycerophospholipid levels"
chr11	61557803	61557803	rs102275	3e-10	28298293	"Oleic acid (18:1n-9) levels"
chr11	61557803	61557803	rs102275	4e-264	22916037	"Metabolite levels"
chr11	61557803	61557803	rs102275	2e-34	26068415	"Glycerophospholipid levels"
chr11	61557803	61557803	rs102275	3e-44	26068415	"Glycerophospholipid levels"
chr11	61557803	61557803	rs102275	7e-13	23362303	"Palmitoleic acid (16:1n-7) levels"
chr11	61557803	61557803	rs102275	8e-153	21829377	"Plasma omega-3 polyunsaturated fatty acid levels (docosapentaenoic acid)"
chr11	61557803	61557803	rs102275	2e-11	21102463	"Crohn's disease"
chr11	61557803	61557803	rs102275	7e-147	24823311	"Plasma omega-6 polyunsaturated fatty acid levels (arachidonic acid)"
chr11	61557803	61557803	rs102275	3e-37	26068415	"Glycerophospholipid levels"
chr11	61557803	61557803	rs102275	1e-31	28298293	"Oleic acid (18:1n-9) levels"
chr11	61557803	61557803	rs102275	2e-38	26068415	"Glycerophospholipid levels"
chr11	61557803	61557803	rs102275	1e-82	26068415	"Glycerophospholipid levels"
chr11	61557803	61557803	rs102275	1e-39	28298293	"Oleic acid (18:1n-9) levels"
chr11	61557803	61557803	rs102275	2e-42	26068415	"Glycerophospholipid levels"
chr19	54797848	54797848	rs103294	2e-73	28240269	"Blood protein levels"
chr19	54797848	54797848	rs103294	5e-30	28334899	"HDL cholesterol levels"
chr19	54797848	54797848	rs103294	5e-16	23023329	"Prostate cancer"
chr5	141325249	141325249	rs105633	8e-12	29064472	"Initial pursuit acceleration in psychotic disorders"
chr5	141325249	141325249	rs105633	2e-10	29064472	"Initial pursuit acceleration"
chr11	61547237	61547237	rs108499	5e-11	25646338	"Trans fatty acid levels"
chr11	8252853	8252853	rs110419	1e-13	22941191	"Neuroblastoma"
