## omim
## OMIM genes, Online Mendelian Inheritance in Man
## hg19, source=gm.omim created=23MAY2016:19:02:25
## PGC bioinformatics, PF Sullivan & Johan Kallberg, Karolinska Institutet, (c) 2016
## Rows: 5 comments, header, 5935 entries. Columns: 7
#chr	bp1	bp2	geneName	OMIMgene	OMIMdisease	type
chr4	122589110	122618268	ANXA5	131230	614391	"Pregnancy loss, recurrent, susceptibility to, 3"
chr7	100797678	100804877	AP1S1	603531	609313	"MEDNIK syndrome"
chrX	15843929	15873054	AP1S2	300629	304340	"Mental retardation, X-linked syndromic 5"
chr2	224616403	224702744	AP1S3	615781	616106	"Psoriasis 15, pustular, susceptibility to"
chr19	47341393	47354249	AP2S1	602242	600740	"Hypocalciuric hypercalcemia, familial, type III"
chr5	77296349	77590579	AP3B1	603401	608233	"Hermansky-Pudlak syndrome 2"
chr1	114437370	114447823	AP4B1	607245	614066	"Spastic paraplegia 47, autosomal recessive"
chr15	51200869	51298097	AP4E1	607244	613744	"Spastic paraplegia 51, autosomal recessive"
chr15	51200869	51298097	AP4E1	607244	184450	"Stuttering, familial persistent, 1"
chr7	99699172	99707968	AP4M1	602296	612936	"Spastic paraplegia 50, autosomal recessive"
chr14	31494312	31562818	AP4S1	607243	614067	"Spastic paraplegia 52, autosomal recessive"
chr7	4815253	4833943	AP5Z1	613653	613647	"Spastic paraplegia 48, autosomal recessive"
chr12	99038919	99129204	APAF1	608151	614377	"Nephronophthisis 13"
chr12	99038919	99129204	APAF1	608151	616307	"Senior-Loken syndrome 8"
chr4	40812044	41218731	APBB2	602710	104300	"Alzheimer disease, late-onset"
chr5	112043195	112181936	APC	611731	0	"Adenoma, periampullary, somatic"
chr5	112043195	112181936	APC	611731	175100	"Adenomatous polyposis coli"
chr5	112043195	112181936	APC	611731	175100	"Brain tumor-polyposis syndrome 2"
chr5	112043195	112181936	APC	611731	114500	"Colorectal cancer, somatic"
chr5	112043195	112181936	APC	611731	135290	"Desmoid disease, hereditary"
chr5	112043195	112181936	APC	611731	175100	"Gardner syndrome"
chr5	112043195	112181936	APC	611731	613659	"Gastric cancer, somatic"
chr5	112043195	112181936	APC	611731	114550	"Hepatoblastoma, somatic"
chr18	10454625	10489945	APCDD1	607479	605389	"Hypotrichosis 1"
chr11	116706467	116708666	APOA1	107680	105200	"Amyloidosis, 3 or more types"
chr11	116706467	116708666	APOA1	107680	0	"ApoA-I and apoC-III deficiency, combined"
chr11	116706467	116708666	APOA1	107680	0	"Corneal clouding, autosomal recessive"
chr11	116706467	116708666	APOA1	107680	604091	"Hypoalphalipoproteinemia"
chr1	161192082	161193421	APOA2	107670	0	"Apolipoprotein A-II deficiency"
chr1	161192082	161193421	APOA2	107670	143890	"Hypercholesterolemia, familial, modifier of"
chr11	116660083	116663136	APOA5	606368	144650	"Hyperchylomicronemia, late-onset"
chr11	116660083	116663136	APOA5	606368	145750	"Hypertriglyceridemia, susceptibility to"
chr2	21224301	21266945	APOB	107730	144010	"Hypercholesterolemia, due to ligand-defective apo B"
chr2	21224301	21266945	APOB	107730	615558	"Hypobetalipoproteinemia"
chr19	45449243	45452822	APOC2	608083	207750	"Hyperlipoproteinemia, type Ib"
chr11	116700422	116703788	APOC3	107720	614028	"Apolipoprotein C-III deficiency"
chr19	45409011	45412650	APOE	107741	104310	"Alzheimer disease-2"
chr19	45409011	45412650	APOE	107741	0	"Hyperlipoproteinemia, type III"
chr19	45409011	45412650	APOE	107741	611771	"Lipoprotein glomerulopathy"
chr19	45409011	45412650	APOE	107741	0	"Myocardial infarction susceptibility"
chr19	45409011	45412650	APOE	107741	269600	"Sea-blue histiocyte disease"
chr22	36649056	36663576	APOL1	603743	612551	"End-stage renal disease, nondiabetic, susceptibility to"
chr22	36649056	36663576	APOL1	603743	612551	"Glomerulosclerosis, focal segmental, 4, susceptibility to"
chr22	36622256	36636000	APOL2	607252	181500	"Schizophrenia"
chr22	36585172	36600886	APOL4	607254	181500	"Schizophrenia"
chr14	104029299	104073860	APOPT1	616003	220110	"Mitochondrial complex IV deficiency"
chr21	27252861	27543446	APP	104760	104300	"Alzheimer disease 1, familial"
chr21	27252861	27543446	APP	104760	605714	"Cerebral amyloid angiopathy, Dutch, Italian, Iowa, Flemish, Arctic variants"
chr3	57261765	57307496	APPL1	604299	616511	"Maturity-onset diabetes of the young, type 14"
chr16	88875747	88878352	APRT	102600	614723	"Adenine phosphoribosyltransferase deficiency"
chr9	32972604	33025166	APTX	606350	208920	"Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia"
chr7	30893010	30965131	AQP1	107776	0	"Aquaporin-1 deficiency"
chr7	30893010	30965131	AQP1	107776	110450	"Blood group, Colton"
chr12	50344524	50352664	AQP2	107777	125800	"Diabetes insipidus, nephrogenic"
chr9	33441152	33447609	AQP3	600170	607457	"Blood group GIL"
chr12	50355653	50359464	AQP5	600442	600231	"Palmoplantar keratoderma, Bothnian type"
chr9	33384765	33402643	AQP7	602974	614411	"Glycerol quantitative trait locus"
chrX	66764465	66950461	AR	313700	300068	"Androgen insensitivity"
chrX	66764465	66950461	AR	313700	312300	"Androgen insensitivity, partial, with or without breast cancer"
chrX	66764465	66950461	AR	313700	300633	"Hypospadias 1, X-linked"
chrX	66764465	66950461	AR	313700	176807	"Prostate cancer, susceptibility to"
chrX	66764465	66950461	AR	181800	0	"Scoliosis, idiopathic 1"
chrX	66764465	66950461	AR	313700	313200	"Spinal and bulbar muscular atrophy of Kennedy"
chr8	143692405	143696833	ARC	605235	614937	"Myoclonus, familial cortical"
chr11	118443105	118473748	ARCN1	606963	0	"Pulmonary disease, chronic obstructive, severe early-onset"
chr20	47538427	47653230	ARFGEF2	605371	608097	"Periventricular heterotopia with microcephaly"
chr6	131894284	131905472	ARG1	608313	207800	"Argininemia"
chr5	142149949	142608576	ARHGAP26	605370	607785	"Leukemia, juvenile myelomonocytic, somatic"
chr3	119013220	119139561	ARHGAP31	610911	100300	"Adams-Oliver syndrome 1"
chr17	79825597	79829282	ARHGDIA	601925	615244	"Nephrotic syndrome, type 8"
chrX	135747706	135864247	ARHGEF6	300267	300436	"Mental retardation, X-linked 46"
chrX	62854847	63005426	ARHGEF9	300429	300607	"Epileptic encephalopathy, early infantile, 8"
chr1	27022524	27108595	ARID1A	603024	614607	"Coffin-Siris syndrome 2"
chr6	157099063	157531913	ARID1B	614556	135900	"Coffin-Siris syndrome 1"
chr3	93698983	93774512	ARL13B	608922	612291	"Joubert syndrome 8"
chr16	57279010	57287516	ARL2BP	615407	615434	"Retinitis pigmentosa with or without situs inversus"
chr3	97483365	97519953	ARL6	608845	209900	"Bardet-Biedl syndrome 1, modifier of"
chr3	97483365	97519953	ARL6	608845	600151	"Bardet-Biedl syndrome 3"
chr10	28064115	28287977	ARMC4	615408	615451	"Ciliary dyskinesia, primary, 23"
chr16	31469401	31478487	ARMC5	615549	615954	"ACTH-independent macronodular adrenal hyperplasia 2"
chr10	124214169	124216868	ARMS2	611313	613778	"Macular degeneration, age-related, 8"
chr22	51061182	51066607	ARSA	607574	250100	"Metachromatic leukodystrophy"
chr5	78073032	78281910	ARSB	611542	253200	"Mucopolysaccharidosis type VI (Maroteaux-Lamy)"
chrX	2852699	2886286	ARSE	300180	302950	"Chondrodysplasia punctata, X-linked recessive"
chr12	14978503	14996429	ART4	110600	616060	"Blood group, Dombrock"
chrX	25021811	25034065	ARX	300382	308350	"Epileptic encephalopathy, early infantile, 1"
chrX	25021811	25034065	ARX	300203	300672	"Epileptic encephalopathy, early infantile, 2"
chrX	25021811	25034065	ARX	300382	300215	"Hydranencephaly with abnormal genitalia"
chrX	25021811	25034065	ARX	300382	300215	"Lissencephaly, X-linked 2"
chrX	25021811	25034065	ARX	300382	300419	"Mental retardation, X-linked 29 and others"
chrX	25021811	25034065	ARX	300382	309510	"Partington syndrome"
chrX	25021811	25034065	ARX	300382	300004	"Proud syndrome"
chr8	17913934	17942494	ASAH1	613468	228000	"Farber lipogranulomatosis"
chr8	17913934	17942494	ASAH1	613468	159950	"Spinal muscular atrophy with progressive myoclonic epilepsy"
chr7	150872785	150884919	ASB10	615054	603383	"Glaucoma 1, open angle, F"
chr10	73856278	73976892	ASCC1	614215	614266	"Barrett esophagus/esophageal adenocarcinoma"
chr12	103351464	103354294	ASCL1	100790	209880	"Central hypoventilation syndrome, congenital"
chr12	103351464	103354294	ASCL1	100790	209880	"Haddad syndrome"
chr20	32782375	32857150	ASIP	600201	611742	"Skin/hair/eye pigmentation 9, brown/nonbrown eyes"
chr20	32782375	32857150	ASIP	600201	611742	"Skin/hair/eye pigmentation 9, dark/light hair"
chr7	65540785	65558545	ASL	608310	207900	"Argininosuccinic aciduria"
chr7	97481430	97501854	ASNS	108370	615574	"Asparagine synthetase deficiency"
chr17	3375668	3406713	ASPA	608034	271900	"Canavan disease"
chr8	62413116	62627155	ASPH	600582	601552	"Traboulsi syndrome"
chr1	197053258	197115824	ASPM	605481	608716	"Microcephaly 5, primary, autosomal recessive"
chr9	95218487	95244788	ASPN	608135	603932	"Lumbar disc degeneration"
chr9	95218487	95244788	ASPN	608135	607850	"Osteoarthritis susceptibility 3"
chr17	79934683	79975282	ASPSCR1	600864	615224	"Advanced sleep-phase syndrome, familial, 2"
chr17	79934683	79975282	ASPSCR1	606236	606243	"Alveolar soft-part sarcoma"
chr9	133320316	133376661	ASS1	603470	215700	"Citrullinemia"
chr20	30946155	31027122	ASXL1	612990	605039	"Bohring-Opitz syndrome"
chr20	30946155	31027122	ASXL1	612990	614286	"Myelodysplastic syndrome, somatic"
chr18	31158579	31331156	ASXL3	615115	615485	"Bainbridge-Ropers syndrome"
chr19	3879862	3928077	ATCAY	608179	601238	"Ataxia, cerebellar, Cayman type"
chr1	161736084	161933860	ATF6	605537	616517	"Achromatopsia 7"
chr2	234118697	234204320	ATG16L1	610767	611081	"Inflammatory bowel disease 10"
chr2	216176540	216214487	ATIC	601731	608688	"AICA-ribosiduria due to ATIC deficiency"
chr14	50999227	51099786	ATL1	606439	613708	"Neuropathy, hereditary sensory, type ID"
chr14	50999227	51099786	ATL1	606439	182600	"Spastic paraplegia 3A, autosomal dominant"
chr11	63391559	63439393	ATL3	609369	615632	"Neuropathy, hereditary sensory, type IF"
chr11	108093211	108239829	ATM	607585	208900	"Ataxia-telangiectasia"
chr11	108093211	108239829	ATM	607585	114480	"Breast cancer, susceptibility to"
chr11	108093211	108239829	ATM	607585	0	"Lymphoma, B-cell non-Hodgkin, somatic"
chr11	108093211	108239829	ATM	607585	0	"Lymphoma, mantle cell, somatic"
chr11	108093211	108239829	ATM	607585	0	"T-cell prolymphocytic leukemia, somatic"
chr12	7033626	7051484	ATN1	607462	125370	"Dentatorubro-pallidoluysian atrophy"
chr10	69990386	69991871	ATOH7	609875	221900	"Persistent hyperplastic primary vitreous, autosomal recessive"
chr1	17312453	17338423	ATP13A2	610513	606693	"Kufor-Rakeb syndrome"
chr1	160085549	160113381	ATP1A2	182340	104290	"Alternating hemiplegia of childhood"
chr1	160085549	160113381	ATP1A2	182340	602481	"Migraine, familial basilar"
chr1	160085549	160113381	ATP1A2	182340	602481	"Migraine, familial hemiplegic, 2"
chr19	42470734	42501649	ATP1A3	182350	614820	"Alternating hemiplegia of childhood 2"
chr19	42470734	42501649	ATP1A3	182350	601338	"CAPOS syndrome"
chr19	42470734	42501649	ATP1A3	182350	128235	"Dystonia-12"
chr1	169074935	169101960	ATP1B1	182330	145500	"Blood pressure regulation QTL"
chr16	28889726	28915830	ATP2A1	108730	601003	"Brody myopathy"
chr12	110718561	110788898	ATP2A2	108740	101900	"Acrokeratosis verruciformis"
chr12	110718561	110788898	ATP2A2	108740	124200	"Darier disease"
chr3	10365707	10749716	ATP2B2	108733	601386	"Deafness, autosomal recessive 12, modifier of"
chr3	130569439	130735556	ATP2C1	604384	169600	"Hailey-Hailey disease"
chr12	124196865	124246302	ATP6V0A2	611716	219200	"Cutis laxa, autosomal recessive, type IIA"
chr12	124196865	124246302	ATP6V0A2	611716	278250	"Wrinkly skin syndrome"
chr7	138391040	138484305	ATP6V0A4	605239	602722	"Renal tubular acidosis, distal, autosomal recessive"
chr2	71163012	71192536	ATP6V1B1	192132	267300	"Renal tubular acidosis with deafness"
chr8	20054878	20084330	ATP6V1B2	606939	616455	"Zimmermann-Laband syndrome 2"
chrX	77166194	77305892	ATP7A	300011	309400	"Menkes disease"
chrX	77166194	77305892	ATP7A	300011	304150	"Occipital horn syndrome"
chrX	77166194	77305892	ATP7A	300011	300489	"Spinal muscular atrophy, distal, X-linked 3"
chr13	52506809	52585630	ATP7B	606882	277900	"Wilson disease"
chr18	55313658	55470333	ATP8B1	602397	243300	"Cholestasis, benign recurrent intrahepatic"
chr18	55313658	55470333	ATP8B1	602397	147480	"Cholestasis, intrahepatic, of pregnancy, 1"
chr18	55313658	55470333	ATP8B1	602397	211600	"Cholestasis, progressive familial intrahepatic 1"
chr17	17880723	17942523	ATPAF2	608918	604273	"Mitochondrial complex V (ATP synthase) deficiency, nuclear type 1"
chr3	142168077	142297668	ATR	606410	230740	"GAPO syndrome"
chr3	142168077	142297668	ATR	606410	602089	"Hemangioma, capillary infantile, susceptibility to"
chr3	142168077	142297668	ATR	601215	210600	"Seckel syndrome 1"
chrX	76760356	77041702	ATRX	300032	300448	"Alpha-thalassemia myelodysplasia syndrome, somatic"
chrX	76760356	77041702	ATRX	300032	301040	"Alpha-thalassemia/mental retardation syndrome"
chrX	76760356	77041702	ATRX	300504	0	"Mental retardation, X-linked 52"
chrX	76760356	77041702	ATRX	300032	309580	"Mental retardation-hypotonic facies syndrome, X-linked"
chr6	16299343	16761722	ATXN1	601556	164400	"Spinocerebellar ataxia 1"
chr22	46067678	46241187	ATXN10	611150	603516	"Spinocerebellar ataxia 10"
chr12	111890018	112037480	ATXN2	601517	183090	"Amyotrophic lateral sclerosis, susceptibility to, 13"
chr12	111890018	112037480	ATXN2	601517	168600	"Parkinson disease, late-onset, susceptibility to"
chr12	111890018	112037480	ATXN2	601517	183090	"Spinocerebellar ataxia 2"
chr14	92524896	92572965	ATXN3	607047	109150	"Machado-Joseph disease"
chr3	63850233	63989138	ATXN7	607640	164500	"Spinocerebellar ataxia 7"
chr13	70681345	70713561	ATXN8OS	603680	608768	"Spinocerebellar ataxia 8"
chr9	93976097	94124195	AUH	600529	250950	"3-methylglutaconic aciduria, type I"
chr20	54944445	54967393	AURKA	603072	114500	"Colon cancer, susceptibility to"
chr19	57742377	57746916	AURKC	603495	243060	"Spermatogenic failure 5"
chr7	69063905	70258054	AUTS2	607270	615834	"Mental retardation, autosomal dominant 26"
chr20	3063202	3065370	AVP	192340	125700	"Diabetes insipidus, neurohypophyseal"
chrX	153167985	153172620	AVPR2	300538	304800	"Diabetes insipidus, nephrogenic"
chrX	153167985	153172620	AVPR2	300538	300539	"Nephrogenic syndrome of inappropriate antidiuresis"
chr16	337440	402673	AXIN1	603816	114550	"Hepatocellular carcinoma, somatic"
chr17	63524681	63557765	AXIN2	604025	114500	"Colorectal cancer, somatic"
chr17	63524681	63557765	AXIN2	604025	608615	"Oligodontia-colorectal cancer syndrome"
chr15	45003675	45011075	B2M	109700	241600	"Immunodeficiency 43"
chr3	160801671	160823172	B3GALNT1	603094	111400	"Blood group, P1PK system, P(k) phenotype"
chr3	160801671	160823172	B3GALNT1	603094	615021	"Blood group, globoside system"
chr1	235613238	235667781	B3GALNT2	610194	615181	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11"
chr1	1167629	1170421	B3GALT6	615291	615349	"Ehlers-Danlos syndrome, progeroid type, 2"
chr1	1167629	1170421	B3GALT6	615291	271640	"Spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures"
chr11	62382768	62389647	B3GAT3	606374	245600	"Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects"
chr12	58017193	58027138	B4GALNT1	601873	609195	"Spastic paraplegia 26, autosomal recessive"
chr9	33104080	33167354	B4GALT1	137060	607091	"Congenital disorder of glycosylation, type IId"
chr5	177027101	177037348	B4GALT7	604327	130070	"Ehlers-Danlos syndrome with short stature and limb anomalies"
chr19	41860326	41870078	B9D2	611951	614175	"Meckel syndrome 10"
chr9	104122699	104145801	BAAT	602938	607748	"Hypercholanemia, familial"
chr21	30566392	31003071	BACH1	605882	114480	"Breast cancer, early-onset"
chr21	30566392	31003071	BACH1	605882	609054	"Fanconi anemia, complementation group J"
chr10	121410882	121437331	BAG3	603883	613881	"Cardiomyopathy, dilated, 1HH"
chr10	121410882	121437331	BAG3	603883	612954	"Myopathy, myofibrillar, 6"
chr11	65769550	65771620	BANF1	603811	614008	"Nestor-Guillermo progeria syndrome"
chr3	52435029	52444366	BAP1	603089	614327	"Tumor predisposition syndrome"
chr2	215590370	215674428	BARD1	601593	114480	"Breast cancer, susceptibility to"
chr19	49458072	49465055	BAX	600040	114500	"Colorectal cancer, somatic"
chr19	49458072	49465055	BAX	600040	613065	"T-cell acute lymphoblastic leukemia, somatic"
chr11	66278077	66301098	BBS1	209901	209900	"Bardet-Biedl syndrome 1"
chr12	76738254	76742222	BBS10	610148	615987	"Bardet-Biedl syndrome 10"
chr4	123653857	123666098	BBS12	610683	615989	"Bardet-Biedl syndrome 12"
chr16	56500748	56554195	BBS2	606151	615981	"Bardet-Biedl syndrome 2"
chr16	56500748	56554195	BBS2	606151	616562	"Retinitis pigmentosa 74"
chr15	72978527	73030817	BBS4	600374	615982	"Bardet-Biedl syndrome 4"
chr2	170335688	170382432	BBS5	603650	615983	"Bardet-Biedl syndrome 5"
chr4	122745595	122791652	BBS7	607590	615984	"Bardet-Biedl syndrome 7"
chr7	33168856	33645680	BBS9	607968	615986	"Bardet-Biedl syndrome 9"
chr19	45312328	45324673	BCAM	612773	111200	"Blood group, Auberger system"
chr19	45312328	45324673	BCAM	612773	247420	"Blood group, Lutheran null"
chr19	45312328	45324673	BCAM	612773	111200	"Blood group, Lutheran system"
chrX	152965947	152990152	BCAP31	300398	300475	"Deafness, dystonia, and cerebral hypomyelination"
chr3	165490692	165555260	BCHE	177400	0	"Apnea, postanesthetic"
chr19	41884215	41930910	BCKDHA	608348	248600	"Maple syrup urine disease, type Ia"
chr6	80816364	81055987	BCKDHB	248611	248600	"Maple syrup urine disease, type Ib"
chr16	31117428	31124110	BCKDK	614901	614923	"Branched-chain ketoacid dehydrogenase kinase deficiency"
chr1	85731931	85742773	BCL10	603517	137245	"Lymphoma, MALT, somatic"
chr1	85731931	85742773	BCL10	603517	605027	"Lymphoma, follicular, somatic"
chr1	85731931	85742773	BCL10	603517	273300	"Male germ cell tumor, somatic, 2"
chr1	85731931	85742773	BCL10	603517	156240	"Mesothelioma, somatic"
chr1	85731931	85742773	BCL10	603517	0	"Sezary syndrome, somatic"
chr2	60678302	60780702	BCL11A	142335	0	"Fetal hemoglobin QTL5"
chr18	60790579	60987361	BCL2	151430	0	"Leukemia/lymphoma, B-cell, 2"
chr19	45250962	45263301	BCL3	109560	0	"Leukemia/lymphoma, B-cell, 3"
chr3	187439165	187463515	BCL6	109565	0	"Lymphoma, B-cell"
chr12	122457328	122499948	BCL7A	601406	0	"B-cell non-Hodgkin lymphoma, high-grade"
chrX	39909068	40036582	BCOR	300485	300166	"Microphthalmia, syndromic 2"
chr22	23521891	23660224	BCR	151410	613065	"Leukemia, acute lymphocytic, somatic"
chr22	23521891	23660224	BCR	151410	608232	"Leukemia, chronic myeloid, somatic"
chr2	219523487	219528166	BCS1L	603647	262000	"Bjornstad syndrome"
chr2	219523487	219528166	BCS1L	603647	603358	"GRACILE syndrome"
chr2	219523487	219528166	BCS1L	603647	256000	"Leigh syndrome"
chr2	219523487	219528166	BCS1L	603647	124000	"Mitochondrial complex III deficiency, nuclear type 1"
chr11	27676440	27743605	BDNF	113505	610269	"Anorexia nervosa, susceptibility to"
chr11	27676440	27743605	BDNF	113505	607499	"Bulimia nervosa, age of onset of weight loss in"
chr11	27676440	27743605	BDNF	113505	209880	"Central hypoventilation syndrome, congenital"
chr11	27676440	27743605	BDNF	113505	0	"Memory impairment, susceptibility to"
chr11	27676440	27743605	BDNF	113505	164230	"Obsessive-compulsive disorder, protection against"
chr16	66461200	66527432	BEAN1	612051	117210	"Spinocerebellar ataxia 31"
chr11	61717293	61732987	BEST1	607854	611809	"Bestrophinopathy, autosomal recessive"
